user_id,avg_monthly_spend,data_usage_gb,days_since_last_recharge,signal_strength_score,active_plan,support_tickets_open,churn
5906-BFOZT,19.5,0.23,7,0.8367,Flexi,1,0
5655-JSMZM,96.2,52.6,21,0.6014,Flexi,0,1
6176-YJWAS,97.95,50.64,10,0.8001,Premium,0,0
3580-REOAC,44.85,19.26,19,0.7542,Flexi,1,1
3552-CTCYF,104.8,46.36,16,0.6952,Premium,1,0
2270-CHBFN,95.1,53.12,11,0.6666,Flexi,1,0
1728-BQDMA,44.45,29.8,14,0.7369,Flexi,0,0
9739-JLPQJ,117.5,44.59,12,0.7986,Premium,2,0
7975-JMZNT,91.7,14.83,16,0.8871,Premium,0,0
5630-AHZIL,64.5,25.3,18,0.431,Flexi,0,0
1427-VERSM,98.7,62.11,14,0.4955,Flexi,0,0
0727-BMPLR,100.0,10.35,19,0.5515,Standard,1,1
8930-XOTDP,55.95,25.87,16,0.3614,Flexi,0,0
1354-YZFNB,19.55,2.24,16,0.743,Premium,1,0
0308-IVGOK,40.4,30.59,9,0.5443,Standard,0,0
8543-MSDMF,77.4,36.6,12,0.5117,Flexi,0,0
1450-GALXR,98.5,57.67,15,0.5019,Flexi,0,1
4505-EXZHB,74.4,55.07,16,0.6112,Flexi,0,1
7191-ADRGF,54.3,16.8,10,0.7162,Premium,1,0
6518-PPLMZ,19.4,4.17,16,0.6608,Premium,0,0
8799-OXZMD,29.75,22.61,15,0.7956,Flexi,1,0
1791-PQHBB,61.2,17.03,16,0.5588,Flexi,3,0
9633-DENPU,58.6,13.86,13,0.8766,Flexi,1,0
4686-GEFRM,98.7,26.63,13,0.8834,Premium,0,0
9605-WGJVW,70.2,66.54,13,0.5907,Flexi,1,0
9339-FIIJL,85.95,25.34,23,0.5614,Premium,1,0
8577-QSOCG,20.2,2.2,16,0.6012,Premium,1,0
0795-GMVQO,109.9,46.18,16,0.8753,Standard,1,0
1535-VTJOQ,25.15,0.9,14,0.3955,Premium,0,0
3594-IVHJZ,20.45,1.57,13,0.7456,Flexi,1,0
2501-XWWTZ,70.2,60.19,18,0.9558,Flexi,0,0
2889-FPWRM,117.8,5.97,17,0.8919,Standard,0,1
9046-DQMTP,20.75,3.68,21,0.3109,Flexi,2,0
6286-ZHAOK,25.55,2.78,13,0.8298,Flexi,0,0
1763-WQFUK,50.5,34.48,17,0.696,Flexi,0,0
3823-KYNQY,24.95,2.03,14,0.9298,Standard,0,0
0746-JTRFU,25.05,13.94,13,0.7664,Flexi,0,1
4676-MQUEA,101.9,41.0,18,0.8184,Standard,0,0
1907-UBQFC,72.85,70.81,14,0.3622,Flexi,0,1
7048-GXDAY,106.4,75.31,18,0.7817,Flexi,0,0
5012-YSPJJ,54.35,13.52,13,0.9104,Flexi,1,0
1399-UBQIU,69.35,11.17,11,0.8346,Flexi,1,0
2874-YXVVA,105.1,42.84,13,0.8635,Flexi,0,0
8819-ZBYNA,109.1,63.43,13,0.7753,Premium,0,0
1216-BGTSP,108.45,42.45,15,0.9429,Flexi,0,0
0203-HHYIJ,25.3,0.9,9,0.9178,Standard,1,1
8868-GAGIO,84.55,60.29,12,0.6793,Flexi,1,0
7470-DYNOE,61.1,36.06,13,0.8956,Standard,1,0
1757-TCATG,20.05,1.25,15,0.8217,Standard,1,0
9419-IPPBE,90.15,41.21,17,0.6406,Standard,1,0
4236-XPXAV,99.15,23.85,15,0.8565,Flexi,0,1
2995-YWTCD,24.9,1.37,17,0.752,Premium,1,0
7636-PEPNS,44.1,23.72,9,0.4307,Standard,0,0
6762-QVYJO,59.75,25.45,14,0.6893,Premium,0,0
1228-ZLNBX,75.3,52.63,16,0.8013,Flexi,0,0
7339-POGZN,50.7,18.9,14,0.4271,Flexi,1,0
8189-DUKMV,20.5,2.05,16,0.4054,Standard,0,0
6583-KQJLK,94.65,56.66,20,0.6457,Flexi,0,0
5565-FILXA,96.15,41.21,19,0.8399,Flexi,0,1
9373-WSLOY,50.0,26.55,15,0.678,Flexi,1,0
6797-UCJHZ,104.6,49.44,18,0.816,Standard,0,0
4236-UJPWO,24.5,24.89,16,0.6766,Flexi,2,0
0430-IHCDJ,49.0,25.8,10,0.7511,Flexi,0,0
3229-USWAR,79.95,30.61,10,0.8598,Standard,0,0
4324-AHJKS,55.8,14.3,21,0.863,Flexi,0,0
3815-SLMEF,34.25,28.54,13,0.5464,Flexi,2,1
9026-LHEVG,40.75,21.58,8,0.8805,Flexi,2,0
0795-XCCTE,25.4,1.45,15,0.5575,Premium,0,0
9648-BCHKM,24.65,1.9,14,0.9477,Premium,0,0
3898-GUYTS,97.05,35.76,15,0.8987,Flexi,2,0
2731-GJRDG,109.55,37.93,13,0.793,Standard,1,0
7868-BGSZA,80.2,13.4,16,0.7241,Standard,0,0
7266-GSSJX,20.45,4.65,18,0.8416,Flexi,0,0
6112-KTHFQ,19.3,3.13,26,0.9259,Flexi,0,0
0991-BRRFB,49.4,27.82,20,0.5233,Flexi,0,1
8016-NCFVO,116.5,48.7,11,0.8544,Flexi,0,0
3806-YAZOV,18.8,3.93,15,0.8676,Flexi,0,0
2100-BDNSN,67.95,19.51,12,0.7119,Flexi,2,1
4654-DLAMQ,97.0,44.19,12,0.8619,Standard,0,0
4291-HPAXL,19.85,4.06,24,0.7429,Flexi,0,0
6630-UJZMY,83.25,64.81,12,0.5659,Flexi,0,0
9057-MSWCO,30.75,10.38,10,0.9451,Flexi,0,1
6319-IEJWJ,90.2,44.54,17,0.7353,Flexi,0,1
7240-ETPTR,48.75,20.4,23,0.867,Flexi,0,1
5240-CAOYT,87.55,41.22,19,0.4158,Flexi,0,0
7421-ZLUPA,29.25,13.38,8,0.7917,Flexi,1,0
6100-QQHEB,92.55,29.98,20,0.9424,Flexi,1,1
9489-JMTTN,89.75,24.51,17,0.7243,Premium,0,0
8292-FRFZQ,41.15,14.56,12,0.8123,Standard,1,0
2027-DNKIV,58.75,34.74,19,0.8256,Standard,0,0
7426-WEIJX,80.95,63.74,13,0.8075,Flexi,2,0
2929-ERCFZ,94.2,38.88,11,0.6321,Flexi,1,1
9835-ZIITK,110.85,29.14,14,0.5649,Standard,1,1
5995-OIGLP,56.65,16.34,8,0.7884,Flexi,1,1
4061-UKJWL,45.45,22.21,17,0.794,Flexi,0,0
5419-CONWX,99.8,42.87,18,0.4068,Flexi,0,1
3753-TSEMP,88.15,62.36,23,0.8602,Flexi,0,1
7274-RTAPZ,90.55,62.98,15,0.8602,Flexi,1,1
4526-ZJJTM,88.4,22.39,9,0.7284,Flexi,4,0
0412-UCCNP,59.2,9.89,21,0.8149,Premium,1,0
6598-RFFVI,19.3,1.63,17,0.7015,Standard,0,1
3070-DVEYC,73.75,37.14,21,0.6447,Flexi,0,1
0670-KDOMA,20.25,1.98,18,0.3414,Flexi,0,0
9239-ZBZZV,47.95,22.1,13,0.4655,Flexi,1,1
0754-UKWQP,95.85,41.34,12,0.5582,Flexi,2,1
9518-IMLHK,72.45,14.94,26,0.9406,Flexi,2,0
4567-AKPIA,109.1,72.93,21,0.8943,Standard,0,0
6458-CYIDZ,80.7,47.64,15,0.6372,Flexi,1,0
0464-WJTKO,20.1,1.55,11,0.8814,Premium,0,0
2277-DJJDL,99.0,39.38,17,0.6424,Flexi,0,0
1403-GYAFU,20.05,0.98,23,0.6223,Premium,1,0
8606-CIQUL,115.75,72.55,14,0.7406,Premium,0,0
8857-CUPFQ,19.25,5.0,14,0.9804,Premium,0,0
5549-ZGHFB,24.95,0.0,13,0.7249,Premium,0,0
1455-HFBXA,91.6,55.69,20,0.8539,Premium,2,0
1179-INLAT,19.45,0.94,18,0.7417,Standard,0,0
6497-TILVL,50.7,20.18,11,0.7915,Flexi,0,0
4926-UMJZD,49.2,23.29,13,0.8054,Flexi,0,0
9851-KIELU,110.1,43.24,12,0.5458,Flexi,1,1
3740-RLMVT,60.95,26.01,12,0.589,Standard,2,0
2525-GVKQU,20.6,0.0,18,0.3348,Premium,0,0
0623-EJQEG,93.55,63.49,23,0.8483,Standard,0,0
7321-ZNSLA,40.55,28.03,14,0.7112,Premium,2,0
7515-LODFU,20.3,1.89,13,0.7904,Premium,0,0
1352-HNSAW,115.6,36.67,27,0.7062,Premium,0,0
7100-FQPRV,71.9,14.66,12,0.7441,Standard,0,0
8429-XIBUM,101.35,35.24,13,0.4872,Flexi,0,1
8672-OAUPW,47.85,26.4,12,0.4894,Standard,1,0
0396-HUJBP,19.3,3.08,14,0.7737,Flexi,1,0
3545-CNWRG,98.35,33.74,13,0.5589,Flexi,2,0
2511-MORQY,54.9,11.11,16,0.7054,Standard,2,0
6289-CPNLD,73.9,29.91,14,0.8616,Standard,2,1
7103-ZGVNT,73.7,21.94,14,0.8084,Standard,0,0
6873-UDNLD,67.45,24.9,26,0.7906,Flexi,0,0
7083-MIOPC,20.25,4.44,12,0.7633,Premium,0,0
8295-KMENE,76.45,18.29,7,0.3363,Premium,0,0
7858-GTZSP,86.55,45.86,6,0.444,Flexi,0,0
3090-QFUVD,20.3,2.04,12,0.8694,Flexi,0,0
7855-DIWPO,68.65,28.1,15,0.6441,Flexi,0,0
2587-YNLES,20.1,5.67,13,0.5664,Premium,0,0
5510-BOIUJ,19.25,4.68,18,0.8388,Flexi,1,1
7021-XSNYE,49.65,41.38,9,0.8735,Premium,0,0
6137-MFAJN,44.8,25.82,17,0.9346,Flexi,0,0
1031-IIDEO,70.85,35.05,24,0.8353,Flexi,0,1
0771-CHWSK,74.6,30.98,19,0.8978,Premium,1,0
5797-APWZC,90.6,14.43,21,0.8465,Flexi,1,1
3990-QYKBE,92.5,33.96,15,0.4591,Flexi,4,1
7416-CKTEP,19.6,4.96,14,0.6185,Premium,1,0
7326-RIGQZ,69.8,36.91,21,0.5812,Flexi,2,0
3186-AJIEK,105.65,27.99,17,0.6367,Premium,0,0
3569-JFODW,90.95,36.7,19,0.8058,Premium,0,0
2761-XECQW,43.35,1.1,15,0.8942,Flexi,0,0
6906-ANDWJ,74.9,52.67,13,0.925,Flexi,0,1
8467-WYNSR,55.1,27.68,11,0.9332,Flexi,0,0
5285-MVEHD,105.6,31.68,15,0.5435,Standard,1,0
0795-LAFGP,90.4,18.04,8,0.4727,Premium,1,0
3557-HTYWR,74.05,29.79,8,0.8011,Premium,1,0
5868-CZJDR,31.35,26.89,22,0.6444,Flexi,0,1
2851-STERV,73.0,19.77,15,0.715,Standard,0,0
2137-DQMEV,44.8,16.58,15,0.9298,Standard,1,0
3452-GWUIN,94.95,49.11,11,0.4772,Flexi,1,0
0325-XBFAC,94.7,46.71,12,0.5678,Flexi,2,1
9518-RWHZL,100.05,75.79,17,0.7308,Standard,0,1
3723-BFBGR,54.8,11.83,15,0.6999,Flexi,1,0
9722-UJOJR,70.75,61.81,11,0.798,Flexi,0,1
9103-CXVOK,19.75,2.79,15,0.6057,Flexi,1,0
0064-YIJGF,75.75,45.03,15,0.5074,Flexi,0,0
4723-BEGSG,86.65,18.47,10,0.6096,Premium,0,0
6181-AXXYF,24.75,3.17,12,0.6701,Premium,1,0
6161-UUUTA,79.9,39.3,12,0.7259,Flexi,0,1
8008-HAWED,50.75,14.95,19,0.5914,Flexi,1,1
4238-HFHSN,82.15,83.24,11,0.8257,Flexi,1,0
5697-GOMBF,35.9,39.87,16,0.8535,Flexi,0,0
2165-VOEGB,105.2,47.1,17,0.7341,Standard,1,1
8058-JMEQO,84.45,51.9,17,0.9639,Flexi,0,1
9878-TNQGW,80.95,51.98,13,0.7075,Flexi,1,1
9289-LBQVU,70.15,16.8,16,0.6529,Standard,0,0
0323-XWWTN,26.4,0.51,23,0.8608,Premium,1,0
3211-AAPKX,98.55,6.53,12,0.4856,Flexi,0,0
8060-HIWJJ,86.55,26.65,24,0.8093,Premium,1,0
3269-ATYWD,95.65,45.02,10,0.8714,Flexi,1,1
9163-GHAYE,48.85,26.76,11,0.4569,Flexi,0,0
0369-ZGOVK,70.4,44.35,13,0.4936,Standard,1,0
3642-BYHDO,19.9,4.72,11,0.5512,Premium,1,0
4558-FANTW,91.85,51.98,8,0.4996,Flexi,1,1
9052-DHNKM,61.55,26.01,21,0.6911,Standard,1,0
1779-PWPMG,114.65,21.51,19,0.5261,Premium,1,0
9108-EJFJP,53.55,25.89,14,0.7686,Flexi,2,0
4588-YBNIB,19.6,0.0,13,0.5651,Flexi,0,1
4350-ZTLPI,108.95,58.63,28,0.8611,Standard,2,0
1349-WXNGG,20.05,2.68,20,0.7056,Flexi,2,1
3933-DQPWX,39.7,28.71,16,0.9511,Premium,0,0
8109-YUOHE,56.1,19.43,18,0.7958,Standard,2,0
7252-NTGSS,45.15,37.05,17,0.6732,Flexi,0,0
4210-QFJMF,79.15,49.35,17,0.6161,Flexi,0,1
8468-EHYJA,99.65,45.12,13,0.8335,Flexi,1,0
3521-SYVOR,64.75,23.5,16,0.8268,Flexi,0,1
0315-LVCRK,84.8,53.34,11,0.9234,Flexi,0,0
4124-MMETB,94.65,34.43,14,0.8748,Flexi,0,1
1029-QFBEN,19.55,0.0,16,0.5823,Flexi,1,1
1291-CUOCY,110.6,56.44,15,0.8822,Premium,1,0
4115-UMJFQ,35.75,15.75,9,0.733,Standard,1,0
1641-RQDAY,100.4,48.05,15,0.6129,Flexi,1,0
8800-ZKRFW,107.5,36.34,16,0.6211,Flexi,0,0
7055-JCGNI,111.95,55.35,16,0.7876,Premium,2,0
0602-DDUML,69.75,28.08,19,0.4303,Premium,0,0
0541-FITGH,62.15,29.12,15,0.8094,Flexi,0,0
0872-CASZJ,69.1,26.96,18,0.6035,Standard,1,0
0568-ONFPC,25.9,0.91,19,0.4686,Flexi,1,1
5003-XZWWO,84.2,14.26,12,0.6694,Premium,0,0
1100-DDVRV,49.8,15.32,21,0.7716,Flexi,0,0
7398-HPYZQ,90.55,7.18,17,0.8525,Premium,1,0
7311-MQJCH,19.55,2.01,12,0.8681,Standard,0,0
4191-XOVOM,105.4,43.46,15,0.7594,Flexi,1,0
0234-TEVTT,45.0,33.25,16,0.6712,Standard,0,0
2853-CWQFQ,59.55,26.54,22,0.5848,Flexi,0,0
6131-FOYAS,59.6,19.95,14,0.8095,Flexi,0,0
8894-JVDCV,115.05,44.47,14,0.8436,Standard,0,0
9938-ZREHM,72.1,10.88,14,0.4832,Standard,0,0
5149-TGWDZ,104.55,17.54,9,0.6737,Standard,0,0
2452-KDRRH,101.4,35.65,13,0.6691,Flexi,0,0
9127-FHJBZ,114.0,41.2,15,0.6101,Premium,0,0
4462-CYWMH,89.8,45.55,14,0.8243,Flexi,2,0
5696-CEIQJ,103.15,34.54,9,0.7991,Premium,1,0
0804-YGEQV,24.45,2.06,12,0.6396,Standard,0,0
2388-LAESQ,114.85,48.62,18,0.6607,Premium,0,0
7623-HKYRK,19.7,0.7,16,0.8343,Flexi,1,0
2545-EBUPK,84.05,42.56,21,0.727,Flexi,0,0
8606-OEGQZ,25.3,3.52,20,0.6205,Premium,1,0
2832-KJCRD,103.65,34.17,14,0.9387,Flexi,0,0
9114-DPSIA,81.0,38.93,13,0.7689,Premium,0,0
7921-LMDFQ,94.0,56.04,18,0.6052,Standard,2,0
5474-LAMUQ,20.1,1.94,19,0.8908,Standard,0,0
9524-EGPJC,90.1,40.73,9,0.6006,Flexi,1,1
4672-FOTSD,67.25,8.82,17,0.6013,Flexi,0,0
3125-RAHBV,20.3,0.56,16,0.5558,Standard,2,0
6326-MTTXK,100.85,55.52,12,0.7068,Flexi,1,1
8169-SAEJD,56.55,25.35,16,0.6874,Premium,1,0
5449-FIBXJ,103.3,44.5,17,0.8113,Flexi,0,1
3470-BTGQO,45.65,29.27,11,0.7449,Flexi,1,0
6178-KFNHS,78.3,46.57,15,0.5891,Flexi,2,1
2770-NSVDG,29.1,14.28,16,0.4343,Flexi,0,0
7225-CBZPL,94.8,33.38,24,0.7699,Flexi,1,0
1810-BOHSY,96.4,59.39,16,0.8043,Standard,1,0
0397-ZXWQF,20.5,4.65,25,0.7502,Premium,1,0
2323-ARSVR,111.05,28.16,5,0.7416,Premium,0,0
5602-BVFMK,19.3,1.78,13,0.6739,Standard,1,0
2082-OJVTK,89.2,86.51,8,0.6763,Flexi,1,1
0670-ANMUU,97.65,21.19,15,0.8233,Standard,2,0
1304-BCCFO,70.05,13.26,15,0.6828,Flexi,0,0
4903-CNOZC,70.9,12.89,19,0.2749,Standard,0,0
6248-BSHKG,20.4,0.0,15,0.5945,Standard,3,0
4291-TPNFG,82.3,24.86,20,0.5007,Premium,0,0
3902-MIVLE,75.7,13.62,14,0.8937,Premium,0,0
2521-NPUZR,101.0,51.21,13,0.8472,Premium,0,0
9637-EIHEQ,50.8,26.29,19,0.5077,Flexi,0,1
3696-DFHHB,25.5,1.06,19,0.8505,Premium,1,0
5298-GSTLM,101.4,21.89,13,0.7364,Standard,1,0
3936-QQFLL,19.75,2.82,14,0.8625,Flexi,0,0
8707-RMEZH,87.3,44.18,11,0.7657,Standard,0,0
3211-ILJTT,70.4,67.08,12,0.8074,Flexi,1,1
8039-ACLPL,68.75,27.74,15,0.8743,Premium,1,0
1205-WNWPJ,59.5,7.18,15,0.7966,Flexi,0,1
7547-EKNFS,95.25,18.98,7,0.7947,Flexi,1,1
7665-NKLAV,40.65,24.5,18,0.5931,Premium,0,0
2239-CFOUJ,20.4,3.48,8,0.7005,Standard,1,0
8645-KOMJQ,81.95,14.19,18,0.9379,Premium,1,0
7598-UAASY,76.4,17.84,17,0.5225,Flexi,1,1
2790-XUYMV,85.45,42.43,22,0.6927,Standard,2,0
1488-PBLJN,116.85,53.33,12,0.3593,Premium,2,0
6994-ORCWG,54.25,29.11,15,0.673,Standard,0,0
1270-XKUCC,19.7,1.37,13,0.6366,Premium,0,0
0612-RTZZA,25.25,23.21,20,0.5549,Flexi,1,1
2672-DZUOY,25.15,35.31,15,0.881,Flexi,0,1
8182-BJDSI,89.95,44.11,13,0.8405,Flexi,3,1
5622-UEJFI,25.4,4.51,21,0.9107,Premium,0,0
7356-AYNJP,23.9,3.85,12,0.7682,Standard,1,0
0013-EXCHZ,83.9,32.59,14,0.7845,Flexi,2,1
2888-ADFAO,21.3,2.73,12,0.3872,Premium,1,0
3426-NIYYL,51.55,31.33,14,0.7585,Flexi,1,1
8205-VSLRB,77.3,40.85,11,0.6189,Premium,1,0
8879-ZKJOF,79.85,15.98,13,0.5503,Standard,0,0
3669-OYSJI,46.2,26.78,10,0.6308,Flexi,1,1
4030-VPZBD,30.9,26.09,18,0.897,Flexi,0,1
9933-QRGTX,97.2,60.29,13,0.6663,Premium,0,0
5639-NTUPK,52.1,25.52,13,0.9346,Flexi,0,0
4937-QPZPO,99.9,44.24,17,0.7742,Standard,3,0
3097-PYWXL,19.95,1.92,11,0.8737,Flexi,1,0
1396-QWFBJ,74.05,48.55,17,0.9096,Flexi,0,1
2925-VDZHY,88.7,8.79,18,0.7676,Premium,0,0
1820-DJFPH,24.05,2.91,12,0.6342,Premium,1,0
1843-TLSGD,20.85,3.3,17,0.6174,Premium,0,0
5986-WWXDV,19.35,3.57,18,0.7439,Standard,0,0
0655-RBDUG,98.05,22.46,17,0.6923,Flexi,1,1
8181-YHCMF,60.3,17.61,18,0.6199,Premium,1,0
8544-JNBOX,20.8,1.95,11,0.6267,Premium,1,0
9474-PHLYD,59.45,15.07,17,0.5785,Flexi,0,1
6572-ADKRS,74.8,32.11,10,0.873,Flexi,0,0
5902-WBLSE,20.15,4.06,18,0.1826,Premium,0,0
4980-URKXC,20.85,0.93,16,0.5968,Standard,0,0
8450-UYIBU,39.85,28.47,16,0.6159,Flexi,1,0
9039-RBEEE,48.95,26.46,13,0.8488,Flexi,0,1
8292-ITGYJ,24.65,3.3,18,0.8192,Premium,1,0
2746-DIJLO,56.3,18.27,16,0.8266,Standard,0,0
3776-EKTKM,36.45,15.04,10,0.5898,Flexi,1,1
1352-VHKAJ,71.6,19.27,13,0.7513,Flexi,0,0
6901-GOGZG,84.95,10.03,14,0.803,Premium,1,0
2862-JVEOY,19.15,0.34,13,0.7745,Standard,1,0
9392-XBGTD,20.6,3.49,12,0.7104,Premium,1,0
0484-FFVBJ,64.85,33.33,12,0.6163,Standard,0,0
8984-HPEMB,118.65,34.32,15,0.9012,Premium,0,0
4476-OSWTN,110.55,62.4,16,0.54,Standard,0,0
9068-VPWQQ,75.35,12.48,15,0.936,Premium,0,0
9725-SCPZG,90.85,52.62,22,0.7443,Flexi,0,1
5075-JSDKI,24.45,1.16,16,0.8686,Premium,0,0
8774-GSBUN,25.4,0.0,13,0.833,Premium,0,0
3758-CKOQL,107.0,43.12,14,0.698,Standard,0,0
5014-GSOUQ,19.95,2.41,24,0.8911,Premium,0,0
0042-JVWOJ,19.6,1.7,9,0.765,Standard,1,0
9680-NIAUV,109.7,51.85,12,0.5693,Premium,1,0
4835-YSJMR,49.8,32.48,10,0.8869,Premium,0,0
7244-KXYZN,20.45,2.26,14,0.7749,Standard,0,0
7785-RDVIG,19.3,0.0,14,0.8789,Flexi,0,0
9732-KPKBW,53.95,39.93,18,0.5457,Flexi,1,1
4537-DKTAL,45.55,13.61,12,0.5998,Flexi,1,0
7026-YMSBE,19.7,0.39,24,0.8888,Standard,0,0
1215-FIGMP,89.9,51.19,18,0.6429,Flexi,0,0
1258-YMZNM,110.5,22.77,8,0.4762,Standard,0,0
5914-GXMDA,19.3,4.42,19,0.4619,Standard,0,0
9600-NAXZN,101.4,60.32,16,0.767,Flexi,1,1
1784-BXEFA,20.55,2.05,12,0.77,Flexi,0,0
1073-XXCZD,25.7,1.91,20,0.9452,Premium,0,0
7207-RMRDB,105.5,70.91,8,0.6597,Flexi,0,1
9450-TRJUU,83.15,72.31,21,0.6102,Flexi,0,0
5913-INRQV,90.15,9.83,17,0.4074,Standard,0,0
9948-YPTDG,79.45,32.23,20,0.6657,Flexi,1,1
2983-ZANRP,73.55,51.7,25,0.7959,Flexi,1,1
1084-MNSMJ,85.5,26.55,11,0.7712,Premium,0,0
9795-NREXC,85.0,8.07,9,0.6565,Premium,0,0
5074-FBGHB,104.65,53.39,11,0.652,Standard,0,0
3889-VWBID,82.85,22.75,17,0.7907,Premium,1,0
7850-THJMU,19.65,1.53,12,0.8427,Premium,3,0
1965-AKTSX,78.95,63.57,18,0.8069,Flexi,1,1
5788-YPOEG,84.75,22.92,12,0.7591,Premium,1,0
7854-EKTJL,19.6,1.86,12,0.716,Flexi,1,1
6741-QRLUP,80.3,18.33,19,0.9577,Premium,0,0
6982-SSHFK,44.4,27.0,8,0.6776,Flexi,1,1
2378-HTWFW,91.0,42.36,14,0.8435,Flexi,1,0
1136-XGEQU,84.15,28.83,16,0.7373,Standard,1,0
8806-EAGWC,55.15,5.67,14,0.9121,Flexi,0,1
3082-WQRVY,19.65,2.88,7,0.6017,Standard,0,0
6726-NNFWD,89.45,68.64,11,0.6019,Premium,1,0
7789-HKSBS,105.2,66.57,15,0.8785,Standard,1,0
3629-ZNKXA,101.8,31.07,18,0.6652,Flexi,2,0
7080-TNUWP,95.0,67.16,21,0.9581,Standard,1,0
5419-JKZNQ,77.9,51.07,14,0.7476,Flexi,0,0
5590-ZSKRV,54.65,24.96,11,0.6769,Flexi,1,0
7595-EHCDL,50.6,28.11,4,0.7631,Flexi,0,0
3866-MDTUB,70.75,26.34,10,0.946,Flexi,2,1
4946-EDSEW,19.25,1.26,14,0.7941,Flexi,0,1
2739-CCZMB,20.35,3.28,15,0.9606,Flexi,0,0
0626-QXNGV,24.15,2.62,12,0.7099,Premium,0,0
8473-VUVJN,73.65,35.52,15,0.6482,Flexi,1,1
5248-KWLAR,90.35,18.06,16,0.8985,Premium,0,0
2868-MZAGQ,79.25,57.53,13,0.7959,Flexi,0,1
7255-SSFBC,112.25,39.27,16,0.7037,Premium,2,0
9770-KXGQU,98.6,9.42,17,0.7907,Standard,0,0
6122-LJADA,90.15,23.16,14,0.3937,Premium,1,0
5760-FXFVO,78.95,23.9,18,0.4864,Flexi,0,0
8752-GHJFU,92.0,19.62,12,0.6172,Standard,1,0
2806-MLNTI,105.1,39.25,18,0.7048,Standard,3,0
4139-SUGLD,35.4,22.04,13,0.8205,Flexi,1,1
5650-YLIBA,81.15,47.39,13,0.7088,Flexi,0,0
3810-PJUHR,25.35,0.22,15,0.8008,Premium,0,0
7762-ONLJY,19.7,1.32,14,0.2859,Standard,0,0
4760-THGOT,94.1,46.02,16,0.5742,Flexi,0,0
5568-DMXZS,65.45,14.11,18,0.9399,Flexi,1,0
4183-MYFRB,90.05,32.2,14,0.9865,Flexi,0,0
2890-WFBHU,79.85,28.31,15,0.6179,Standard,0,0
9710-ZUSHQ,106.75,56.18,14,0.8092,Flexi,1,1
0023-HGHWL,25.1,27.94,14,0.8116,Flexi,1,1
1173-NOEYG,90.15,49.57,22,0.7543,Flexi,0,0
5908-QMGOE,74.2,64.55,20,0.8671,Flexi,0,1
8735-IJJEG,50.2,16.95,9,0.749,Flexi,0,0
5845-BZZIB,20.1,1.99,15,0.5626,Premium,1,0
6968-MHOMU,45.0,24.43,15,0.657,Standard,0,0
7895-VONWT,48.25,34.84,19,0.8865,Flexi,1,0
6447-GORXK,25.0,19.96,18,0.7521,Flexi,0,0
0475-RIJEP,77.85,2.08,20,0.6288,Flexi,1,1
9391-LMANN,95.95,53.22,18,0.5108,Standard,1,0
4338-EYCER,54.6,28.36,24,0.8802,Flexi,0,0
8809-XKHMD,100.55,18.72,21,0.976,Premium,0,0
9947-OTFQU,74.4,41.92,18,0.4605,Flexi,0,1
5366-OBVMR,50.3,16.49,14,0.7254,Flexi,0,0
0322-CHQRU,45.35,28.61,22,0.8737,Flexi,0,1
2974-GGUXS,91.95,36.97,16,0.9364,Flexi,2,0
7606-BPHHN,19.8,1.72,13,0.9397,Premium,1,0
9850-OWRHQ,74.1,43.02,11,0.6071,Flexi,0,1
6217-KDYWC,19.6,2.85,12,0.7129,Premium,1,0
3318-OSATS,95.45,36.1,21,0.564,Flexi,1,1
2739-CACDQ,82.65,38.77,18,0.6595,Flexi,1,0
3523-BRGUW,19.3,4.3,18,0.9237,Standard,0,0
1465-LNTLJ,64.4,35.14,14,0.7987,Flexi,1,0
8999-XXGNS,105.75,44.85,10,0.8791,Standard,1,0
4803-LBYPN,20.8,3.72,14,0.9258,Flexi,3,0
7838-LAZFO,78.8,28.91,21,0.907,Standard,0,0
0363-QJVFX,108.15,48.24,16,0.7885,Flexi,0,1
0356-ERHVT,45.9,16.82,13,0.7187,Flexi,1,0
5543-QDCRY,56.4,19.92,18,0.8645,Flexi,0,0
9647-ERGBE,100.05,53.18,16,0.7472,Flexi,1,1
1342-JPNKI,86.05,39.36,17,0.7704,Flexi,0,1
8696-JKZNU,76.25,46.47,15,0.8381,Flexi,0,1
6038-GCYEC,54.15,22.71,9,0.6061,Flexi,1,1
9793-WECQC,95.3,40.34,17,0.8043,Flexi,1,0
2433-KMEAS,54.45,19.97,19,0.7185,Flexi,1,1
6961-MJKBO,20.45,1.57,18,0.5182,Premium,1,0
1853-ARAAQ,50.35,13.37,21,0.9064,Flexi,0,0
7558-IMLMT,20.8,4.95,11,0.709,Premium,0,0
1998-VHJHK,19.15,0.0,11,0.7312,Standard,0,0
4273-MBHYA,89.35,47.25,18,0.5379,Flexi,1,0
3750-RNQKR,19.45,0.27,14,0.6,Flexi,0,0
2188-SXWVT,55.0,31.05,16,0.6223,Standard,1,0
6859-QNXIQ,113.1,51.52,11,0.6627,Premium,1,0
3138-BKYAV,85.35,45.17,11,0.8224,Flexi,0,1
8357-EQXFO,95.35,61.59,12,0.8725,Flexi,0,1
1397-XKKWR,35.3,21.57,23,0.7259,Standard,0,0
9927-DSWDF,104.6,64.38,14,0.4388,Flexi,2,0
4957-TIALW,65.6,7.02,18,0.5521,Standard,1,0
4987-GQWPO,25.1,23.57,7,0.7761,Flexi,0,0
